id_str	"created_at"	"user_screen_name"	user_id_str	"user_name"	"user_profile_image_url"	"text"	rts	"source"	"iso_language_code"	in_reply_to_user_id_str	in_reply_to_status_id_str	"in_reply_to_screen_name"	"entities_hashtags_text"
537632782239813634	"2014-11-26 15:43:38"	"wcaleb"	80871603	"Caleb McDaniel"	"http://pbs.twimg.com/profile_images/461729653/Photo_2_normal.jpg"	"RT @monicalmercado: via @JimGrossman: #aha2015 to address #Ferguson w/ @TomSugrue @hthompsn @jelani9 @KhalilGMuhammad @ColinGordon6 https://t.co/LRnlNAPWl2"	1	"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"	"en"	0	0	""	"aha2015||Ferguson"
537632670109671424	"2014-11-26 15:43:11"	"monicalmercado"	584848952	"Monica L. Mercado"	"http://pbs.twimg.com/profile_images/514520794085339136/E1YbeiUJ_normal.jpeg"	"via @JimGrossman: #aha2015 to address #Ferguson w/ @TomSugrue @hthompsn @jelani9 @KhalilGMuhammad @ColinGordon6 https://t.co/LRnlNAPWl2"	0	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	"en"	0	0	""	"aha2015||Ferguson"
537631750680485888	"2014-11-26 15:39:32"	"jmadelman"	106931785	"Joseph M. Adelman"	"http://pbs.twimg.com/profile_images/378800000041119792/a624423ee8bf5625b3bf8de87b4c2f9f_normal.jpeg"	"RT @JimGrossmanAHA: Understanding #Ferguson: Race,Power,Protest, 
&amp; the Past:Tom Sugrue,Jelani Cobb,Colin Gordon,Khalil Muhammad, Heather Thompson at #AHA2015"	1	"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"	"en"	0	0	""	"Ferguson||AHA2015"
537631477077655552	"2014-11-26 15:38:27"	"cliotropic"	78104190	"Shane Landrum"	"http://pbs.twimg.com/profile_images/442265814/Shane_closeup_normal.jpg"	"RT @JimGrossmanAHA: Understanding #Ferguson: Race,Power,Protest, 
&amp; the Past:Tom Sugrue,Jelani Cobb,Colin Gordon,Khalil Muhammad, Heather Thompson at #AHA2015"	1	"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>"	"en"	0	0	""	"Ferguson||AHA2015"
537631459323150337	"2014-11-26 15:38:23"	"DrMChatelain"	200764721	"Dr. Marcia Chatelain"	"http://pbs.twimg.com/profile_images/532684519237619712/NoCoqcO7_normal.png"	"RT @JimGrossmanAHA: Understanding #Ferguson: Race,Power,Protest, 
&amp; the Past:Tom Sugrue,Jelani Cobb,Colin Gordon,Khalil Muhammad, Heather Thompson at #AHA2015"	1	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	"en"	0	0	""	"Ferguson||AHA2015"
539202016187514882	"2014-11-30 23:39:13"	"hmprescott"	13499472	"Heather Munro Presco"	"http://pbs.twimg.com/profile_images/1668652858/madmenphoto_normal.jpg"	"RT @monicalmercado: via @JimGrossman: #aha2015 to address #Ferguson w/ @TomSugrue @hthompsn @jelani9 @KhalilGMuhammad @ColinGordon6 https://t.co/LRnlNAPWl2"	1	"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>"	"en"	0	0	""	"aha2015||Ferguson"
539226441037393921	"2014-12-01 01:16:16"	"blucolrscolr"	61305112	"Stephanie Boyle"	"http://pbs.twimg.com/profile_images/1899263909/nasser_bw_normal.jpg"	"RT @monicalmercado: via @JimGrossman: #aha2015 to address #Ferguson w/ @TomSugrue @hthompsn @jelani9 @KhalilGMuhammad @ColinGordon6 https://t.co/LRnlNAPWl2"	1	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	"en"	0	0	""	"aha2015||Ferguson"
539479487071911938	"2014-12-01 18:01:47"	"JessLautin"	2835365529	"Jessica Lautin"	"http://pbs.twimg.com/profile_images/523339368870973440/JWCUmrnw_normal.jpeg"	"#museumsrespondtoFerguson If attending #AHA2015 see: Race,Power,Protest, &amp; the Past w/ panel incl @KhalilGMuhammad @TomSugrue @hthompsn"	0	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	"en"	0	0	""	"museumsrespondtoFerguson||AHA2015"
539486055830138880	"2014-12-01 18:27:53"	"hthompsn"	41430206	"Heather Ann Thompson"	"http://pbs.twimg.com/profile_images/536725908988903424/d7MvK4R2_normal.jpeg"	"RT @JessLautin: #museumsrespondtoFerguson If attending #AHA2015 see: Race,Power,Protest, &amp; the Past w/ panel incl @KhalilGMuhammad @TomSugrue @hthompsn"	1	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	"en"	0	0	""	"museumsrespondtoFerguson||AHA2015"
539485585216245760	"2014-12-01 18:26:01"	"incluseum"	637199510	"the incluseum"	"http://pbs.twimg.com/profile_images/449053437229944832/NIE0kqka_normal.jpeg"	"RT @JessLautin: #museumsrespondtoFerguson If attending #AHA2015 see: Race,Power,Protest, &amp; the Past w/ panel incl @KhalilGMuhammad @TomSugrue @hthompsn"	1	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	"en"	0	0	""	"museumsrespondtoFerguson||AHA2015"
539508999713218561	"2014-12-01 19:59:03"	"uncpressblog"	15346219	"ellen"	"http://pbs.twimg.com/profile_images/477153332302065664/uaJPfSzA_normal.jpeg"	"RT @JessLautin: #museumsrespondtoFerguson If attending #AHA2015 see: Race,Power,Protest, &amp; the Past w/ panel incl @KhalilGMuhammad @TomSugrue @hthompsn"	1	"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"	"en"	0	0	""	"museumsrespondtoFerguson||AHA2015"
539528265002926080	"2014-12-01 21:15:36"	"TomSugrue"	41576217	"Tom Sugrue"	"http://pbs.twimg.com/profile_images/1760241372/image_normal.jpg"	"RT @JessLautin: #museumsrespondtoFerguson If attending #AHA2015 see: Race,Power,Protest, &amp; the Past w/ panel incl @KhalilGMuhammad @TomSugrue @hthompsn"	1	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	"en"	0	0	""	"museumsrespondtoFerguson||AHA2015"
539768452387725312	"2014-12-02 13:10:02"	"Storymama01"	153543961	"Denise Valentine"	"http://pbs.twimg.com/profile_images/479349153294598144/HZ3qFkaQ_normal.jpeg"	"RT @JessLautin: #museumsrespondtoFerguson If attending #AHA2015 see: Race,Power,Protest, &amp; the Past w/ panel incl @KhalilGMuhammad @TomSugrue @hthompsn"	1	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	"en"	0	0	""	"museumsrespondtoFerguson||AHA2015"
540000658313994240	"2014-12-03 04:32:44"	"EvyeniaC"	522646232	"Evyenia Constantine"	"http://pbs.twimg.com/profile_images/2062228365/evy_20for_20biz_20card_normal.jpg"	"RT @JessLautin: #museumsrespondtoFerguson If attending #AHA2015 see: Race,Power,Protest, &amp; the Past w/ panel incl @KhalilGMuhammad @TomSugrue @hthompsn"	1	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	"en"	0	0	""	"museumsrespondtoFerguson||AHA2015"
541302347561844737	"2014-12-06 18:45:11"	"ProRoMo"	291932617	"Robin Morris"	"http://pbs.twimg.com/profile_images/1369236087/29296_390584388539_596933539_3832586_5866332_n_normal.jpg"	"Anyone going to #AHA2015 want to have a lunch or coffee chat about updating the US since 1877 survey in the face of #Ferguson et al?"	0	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	"en"	0	0	""	"AHA2015||Ferguson"
541308776159391744	"2014-12-06 19:10:43"	"monicalmercado"	584848952	"Monica L. Mercado"	"http://pbs.twimg.com/profile_images/514520794085339136/E1YbeiUJ_normal.jpeg"	"RT @ProRoMo: Anyone going to #AHA2015 want to have a lunch or coffee chat about updating the US since 1877 survey in the face of #Ferguson et al?"	1	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	"en"	0	0	""	"AHA2015||Ferguson"
545678474154082304	"2014-12-18 20:34:21"	"melanienewport"	24210309	"melanie"	"http://pbs.twimg.com/profile_images/378800000488701512/3294f432d79c17170a528299b4484d5c_normal.jpeg"	"@YAppelbaum @seth_denbo yes- look at the buzz abt the #Ferguson panel! Not sure it is ever too late to show profession's relevance #AHA2015"	0	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	"en"	269911034	545673910889766912	"YAppelbaum"	"Ferguson||AHA2015"
549710469553205249	"2014-12-29 23:36:03"	"heathwcarter"	1378640210	"Heath Carter"	"http://pbs.twimg.com/profile_images/3571699853/a860d890d80a85c1e153e664f169f70b_normal.jpeg"	"RT @marydudziak: Great AfAm hist Mon 8:30 #AHA2015 incl Understanding Ferguson: Race Power Protest&amp;the Past w @KhalilGMuhammad @ColinGordon6 @TomSugrue othrs"	1	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	"en"	0	0	""	"AHA2015"
549704886778990592	"2014-12-29 23:13:52"	"SFdirewolf"	564511791	"alice wong"	"http://pbs.twimg.com/profile_images/2257010926/DSC02047aa_normal.jpg"	"RT @marydudziak: The Black 1980s @ #AHA2015 Mon 8:30 w @PenielJoseph &amp; others sadly conflicts w/ #Ferguson panel &amp; my flight. Best wishes for a great panel."	1	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	"en"	0	0	""	"AHA2015||Ferguson"
549704549863137280	"2014-12-29 23:12:32"	"marydudziak"	1426557763	"mary dudziak"	"http://pbs.twimg.com/profile_images/3656417687/b14c71c107dca96156394db0c4ea76ae_normal.jpeg"	"The Black 1980s @ #AHA2015 Mon 8:30 w @PenielJoseph &amp; others sadly conflicts w/ #Ferguson panel &amp; my flight. Best wishes for a great panel."	0	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	"en"	0	0	""	"AHA2015||Ferguson"
549703959615512578	"2014-12-29 23:10:11"	"marydudziak"	1426557763	"mary dudziak"	"http://pbs.twimg.com/profile_images/3656417687/b14c71c107dca96156394db0c4ea76ae_normal.jpeg"	"Great AfAm hist Mon 8:30 #AHA2015 incl Understanding Ferguson: Race Power Protest&amp;the Past w @KhalilGMuhammad @ColinGordon6 @TomSugrue othrs"	0	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	"en"	0	0	""	"AHA2015"
549725800862199808	"2014-12-30 00:36:58"	"learothawms"	453065573	"Learotha Williams"	"http://pbs.twimg.com/profile_images/467095960670056448/ITaFvMQw_normal.jpeg"	"RT @marydudziak: Great AfAm hist Mon 8:30 #AHA2015 incl Understanding Ferguson: Race Power Protest&amp;the Past w @KhalilGMuhammad @ColinGordon6 @TomSugrue othrs"	1	"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>"	"en"	0	0	""	"AHA2015"
549722862077353985	"2014-12-30 00:25:18"	"ProfKori"	131322596	"Koritha Mitchell"	"http://pbs.twimg.com/profile_images/1602763827/IMG_2141_normal.jpg"	"RT @marydudziak: Great AfAm hist Mon 8:30 #AHA2015 incl Understanding Ferguson: Race Power Protest&amp;the Past w @KhalilGMuhammad @ColinGordon6 @TomSugrue othrs"	1	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	"en"	0	0	""	"AHA2015"
549722679130214400	"2014-12-30 00:24:34"	"KhalilGMuhammad"	164419659	"Khalil G. Muhammad"	"http://pbs.twimg.com/profile_images/1062608006/khalilmuhammad20_normal.jpg"	"RT @marydudziak: Great AfAm hist Mon 8:30 #AHA2015 incl Understanding Ferguson: Race Power Protest&amp;the Past w @KhalilGMuhammad @ColinGordon6 @TomSugrue othrs"	1	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	"en"	0	0	""	"AHA2015"
549719559398105088	"2014-12-30 00:12:10"	"TomSugrue"	41576217	"Tom Sugrue"	"http://pbs.twimg.com/profile_images/1760241372/image_normal.jpg"	"RT @marydudziak: Great AfAm hist Mon 8:30 #AHA2015 incl Understanding Ferguson: Race Power Protest&amp;the Past w @KhalilGMuhammad @ColinGordon6 @TomSugrue othrs"	1	"<a href=""https://dev.twitter.com/docs/tfw"" rel=""nofollow"">Twitter for Websites</a>"	"en"	0	0	""	"AHA2015"
549728849513443328	"2014-12-30 00:49:05"	"Sil_Lai"	18338516	"Sil Lai Abrams"	"http://pbs.twimg.com/profile_images/548567878518054912/YQsbzAOc_normal.png"	"RT @marydudziak: Great AfAm hist Mon 8:30 #AHA2015 incl Understanding Ferguson: Race Power Protest&amp;the Past w @KhalilGMuhammad @ColinGordon6 @TomSugrue othrs"	1	"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"	"en"	0	0	""	"AHA2015"
549761462634573824	"2014-12-30 02:58:41"	"afroshedoc"	358296538	"Dara Walker"	"http://pbs.twimg.com/profile_images/2917077432/0908f8eccd6b4959d2a48a2c29cd8ff2_normal.jpeg"	"Shout out to the AHA for scheduling the Ferguson panel and the Black 1980s panel at the same time :/ #AHA2015"	0	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	"en"	0	0	""	"AHA2015"
549769949779345409	"2014-12-30 03:32:24"	"CNMBrandon"	1625719464	"Brandon Morgan"	"http://pbs.twimg.com/profile_images/508640102658998272/pcUMgvTr_normal.jpeg"	"RT @marydudziak: Great AfAm hist Mon 8:30 #AHA2015 incl Understanding Ferguson: Race Power Protest&amp;the Past w @KhalilGMuhammad @ColinGordon6 @TomSugrue othrs"	1	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	"en"	0	0	""	"AHA2015"
549893759715266560	"2014-12-30 11:44:23"	"cliotropic"	78104190	"Shane Landrum"	"http://pbs.twimg.com/profile_images/442265814/Shane_closeup_normal.jpg"	"RT @marydudziak: Great AfAm hist Mon 8:30 #AHA2015 incl Understanding Ferguson: Race Power Protest&amp;the Past w @KhalilGMuhammad @ColinGordon6 @TomSugrue othrs"	1	"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>"	"en"	0	0	""	"AHA2015"
549893736696905728	"2014-12-30 11:44:18"	"cliotropic"	78104190	"Shane Landrum"	"http://pbs.twimg.com/profile_images/442265814/Shane_closeup_normal.jpg"	"RT @marydudziak: The Black 1980s @ #AHA2015 Mon 8:30 w @PenielJoseph &amp; others sadly conflicts w/ #Ferguson panel &amp; my flight. Best wishes for a great panel."	1	"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>"	"en"	0	0	""	"AHA2015||Ferguson"
549918414786281472	"2014-12-30 13:22:21"	"WoodsonUVA"	786146502	"Woodson Institute "	"http://pbs.twimg.com/profile_images/3463007380/294cb5e88eb61825fa5d2382f5eb8eb7_normal.jpeg"	"RT @marydudziak: Great AfAm hist Mon 8:30 #AHA2015 incl Understanding Ferguson: Race Power Protest&amp;the Past w @KhalilGMuhammad @ColinGordon6 @TomSugrue othrs"	1	"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>"	"en"	0	0	""	"AHA2015"
549980644210913281	"2014-12-30 17:29:38"	"HNet_Humanities"	1962844472	"H-Net"	"http://pbs.twimg.com/profile_images/543511237565247489/H-SX52SY_normal.png"	"RT @marydudziak: Great AfAm hist Mon 8:30 #AHA2015 incl Understanding Ferguson: Race Power Protest&amp;the Past w @KhalilGMuhammad @ColinGordon6 @TomSugrue othrs"	1	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	"en"	0	0	""	"AHA2015"
549997522551574528	"2014-12-30 18:36:42"	"AHAhistorians"	76944176	"AHA"	"http://pbs.twimg.com/profile_images/378800000607315092/0ca5f9663f005da03fc39fa9b17092ad_normal.jpeg"	"How does history help clarify current events? New post examines #NewYork #Ferguson protests &amp; voting rights http://t.co/K6JAht1sQv #aha2015"	0	"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"	"en"	0	0	""	"NewYork||Ferguson||aha2015"
549991938905346049	"2014-12-30 18:14:31"	"JulioCapoJr"	42282064	"Julio Capó, Jr."	"http://pbs.twimg.com/profile_images/446458450932150274/5bSg3mny_normal.jpeg"	"RT @marydudziak: Great AfAm hist Mon 8:30 #AHA2015 incl Understanding Ferguson: Race Power Protest&amp;the Past w @KhalilGMuhammad @ColinGordon6 @TomSugrue othrs"	1	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	"en"	0	0	""	"AHA2015"
550002203189342208	"2014-12-30 18:55:18"	"HNet_Humanities"	1962844472	"H-Net"	"http://pbs.twimg.com/profile_images/543511237565247489/H-SX52SY_normal.png"	"RT @AHAhistorians: How does history help clarify current events? New post examines #NewYork #Ferguson protests &amp; voting rights http://t.co/K6JAht1sQv #aha2015"	1	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	"en"	0	0	""	"NewYork||Ferguson||aha2015"
549999748871364608	"2014-12-30 18:45:33"	"PetaNez"	529779639	"Petra"	"http://pbs.twimg.com/profile_images/530085221891190784/SiWM7TGY_normal.jpeg"	"RT @AHAhistorians: How does history help clarify current events? New post examines #NewYork #Ferguson protests &amp; voting rights http://t.co/K6JAht1sQv #aha2015"	1	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	"en"	0	0	""	"NewYork||Ferguson||aha2015"
550035885950255104	"2014-12-30 21:09:09"	"AmericanStudier"	216401306	"Ben Railton"	"http://pbs.twimg.com/profile_images/1168628030/DSC06680_normal.JPG"	"RT @JimGrossmanAHA: #Ferguson and #Voting Rights Act in historical context.  On program at #AHA2015 and framed at http://t.co/cELTmCBuP5 .  #NYHistory  #history"	1	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	"en"	0	0	""	"Ferguson||Voting||AHA2015||NYHistory||history"
550035481165959168	"2014-12-30 21:07:32"	"JimGrossmanAHA"	2162998004	"Jim Grossman"	"http://pbs.twimg.com/profile_images/378800000667891782/44d7b181c077bf16ab07b242f7ad81b9_normal.png"	"#Ferguson and #Voting Rights Act in historical context.  On program at #AHA2015 and framed at http://t.co/cELTmCBuP5 .  #NYHistory  #history"	0	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	"en"	0	0	""	"Ferguson||Voting||AHA2015||NYHistory||history"
550033156770766848	"2014-12-30 20:58:18"	"damicowong"	2167662894	"aliza wong"	"http://pbs.twimg.com/profile_images/489097715611992064/uMg58XjJ_normal.png"	"RT @AHAhistorians: How does history help clarify current events? New post examines #NewYork #Ferguson protests &amp; voting rights http://t.co/K6JAht1sQv #aha2015"	1	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	"en"	0	0	""	"NewYork||Ferguson||aha2015"
550039967528157185	"2014-12-30 21:25:22"	"richard_royal"	356866608	"Richard Royal"	"http://pbs.twimg.com/profile_images/1500207213/59627_705737519560_36908249_44020522_6220838_n_normal.jpg"	"RT @JimGrossmanAHA: #Ferguson and #Voting Rights Act in historical context.  On program at #AHA2015 and framed at http://t.co/cELTmCBuP5 .  #NYHistory  #history"	1	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	"en"	0	0	""	"Ferguson||Voting||AHA2015||NYHistory||history"
550037510609731585	"2014-12-30 21:15:36"	"RichardToye"	1004425164	"Richard Toye"	"http://pbs.twimg.com/profile_images/2965586634/9d1ca1db38491c7daa538c18576d90ec_normal.jpeg"	"RT @JimGrossmanAHA: #Ferguson and #Voting Rights Act in historical context.  On program at #AHA2015 and framed at http://t.co/cELTmCBuP5 .  #NYHistory  #history"	1	"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>"	"en"	0	0	""	"Ferguson||Voting||AHA2015||NYHistory||history"
550036472867217408	"2014-12-30 21:11:28"	"echomikeromeo"	15410564	"Emily Rutherford"	"http://pbs.twimg.com/profile_images/516075187632996352/sHSswNYR_normal.jpeg"	"RT @JimGrossmanAHA: #Ferguson and #Voting Rights Act in historical context.  On program at #AHA2015 and framed at http://t.co/cELTmCBuP5 .  #NYHistory  #history"	1	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	"en"	0	0	""	"Ferguson||Voting||AHA2015||NYHistory||history"
550036268902776832	"2014-12-30 21:10:40"	"HNet_Humanities"	1962844472	"H-Net"	"http://pbs.twimg.com/profile_images/543511237565247489/H-SX52SY_normal.png"	"RT @JimGrossmanAHA: #Ferguson and #Voting Rights Act in historical context.  On program at #AHA2015 and framed at http://t.co/cELTmCBuP5 .  #NYHistory  #history"	1	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	"en"	0	0	""	"Ferguson||Voting||AHA2015||NYHistory||history"
550051142173220864	"2014-12-30 22:09:46"	"rgfeal"	15918195	"Rosemary G. Feal"	"http://pbs.twimg.com/profile_images/509375203793571840/xwsd1hxX_normal.jpeg"	"RT @JimGrossmanAHA: #Ferguson and #Voting Rights Act in historical context.  On program at #AHA2015 and framed at http://t.co/cELTmCBuP5 .  #NYHistory  #history"	1	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	"en"	0	0	""	"Ferguson||Voting||AHA2015||NYHistory||history"
550048151957422082	"2014-12-30 21:57:53"	"KidadaEWilliams"	463207079	"Kidada E. Williams"	"http://pbs.twimg.com/profile_images/534305367820218368/cvt0yx7q_normal.jpeg"	"RT @JimGrossmanAHA: #Ferguson and #Voting Rights Act in historical context.  On program at #AHA2015 and framed at http://t.co/cELTmCBuP5 .  #NYHistory  #history"	1	"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>"	"en"	0	0	""	"Ferguson||Voting||AHA2015||NYHistory||history"
550111729750142977	"2014-12-31 02:10:31"	"genezubovich"	253618371	"Gene Zubovich"	"http://pbs.twimg.com/profile_images/3761816808/8c12eadc670c694da0b142791bd4e2c7_normal.jpeg"	"RT @AHAhistorians: How does history help clarify current events? New post examines #NewYork #Ferguson protests &amp; voting rights http://t.co/K6JAht1sQv #aha2015"	1	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	"en"	0	0	""	"NewYork||Ferguson||aha2015"
